[2025-10-11 10:53:55,225] INFO metadata written to /workspace/PixelWorld/assets/build/metadata.json
[2025-10-11 10:53:55,225] INFO import completed | audio=420, characters=134, effects=93, readme.md=1, tiles=167, ui=35, user_manifest.json=1
[2025-10-11 10:54:00,577] INFO preview start | build=/workspace/PixelWorld/assets/build
[2025-10-11 10:54:00,647] INFO preview completed | /workspace/PixelWorld/assets/build/preview_index.json generated (853 files)
[INFO] Start import (copy mode). Rules = default
[ERROR] 路径缺少分类信息: README.md
[ERROR] 路径缺少分类信息: user_manifest.json
[WARN] 未匹配的目录 audio/se/Absorb2.ogg 已跳过
[WARN] 未匹配的目录 audio/se/Slash6.ogg 已跳过
[WARN] 未匹配的目录 audio/se/Monster2.ogg 已跳过
[WARN] 未匹配的目录 audio/se/Fog2.ogg 已跳过
[WARN] 未匹配的目录 audio/se/Applause1.ogg 已跳过
[WARN] 未匹配的目录 audio/se/cv53.ogg 已跳过
[WARN] 未匹配的目录 audio/se/Damage2.ogg 已跳过
[WARN] 未匹配的目录 audio/se/Ice1.ogg 已跳过
[WARN] 未匹配的目录 audio/se/Open4.ogg 已跳过
[WARN] 未匹配的目录 audio/se/cv12.ogg 已跳过
[WARN] 未匹配的目录 audio/se/cv06.ogg 已跳过
[WARN] 未匹配的目录 audio/se/Equip3.ogg 已跳过
[WARN] 未匹配的目录 audio/se/Monster4.ogg 已跳过
[WARN] 未匹配的目录 audio/se/Recovery.ogg 已跳过
[WARN] 未匹配的目录 audio/se/Bow4.ogg 已跳过
[WARN] 未匹配的目录 audio/se/Slash8.ogg 已跳过
[WARN] 未匹配的目录 audio/se/Heal4.ogg 已跳过
[WARN] 未匹配的目录 audio/se/Monster3.ogg 已跳过
[WARN] 未匹配的目录 audio/se/Water2.ogg 已跳过
[WARN] 未匹配的目录 audio/se/cv02.ogg 已跳过
[WARN] 未匹配的目录 audio/se/Twine.ogg 已跳过
[WARN] 未匹配的目录 audio/se/Frog.ogg 已跳过
[WARN] 未匹配的目录 audio/se/Wolf.ogg 已跳过
[INFO] Found 0 audio files, 0 image files
[INFO] Wrote index: /workspace/PixelWorld/assets/build/index.json
[DONE] Import finished without binary generation.
[INFO] Start import (copy mode). Rules = default
[WARN] 未匹配的目录 README.md 已跳过
[WARN] 未匹配的目录 user_manifest.json 已跳过
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/main/!$Gate2.png → /workspace/PixelWorld/assets/build/characters/!$Gate2.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/main/Animal.png → /workspace/PixelWorld/assets/build/characters/Animal.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/main/People1.png → /workspace/PixelWorld/assets/build/characters/People1.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/main/!Switch1.png → /workspace/PixelWorld/assets/build/characters/!Switch1.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/main/Vehicle.png → /workspace/PixelWorld/assets/build/characters/Vehicle.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/main/Monster1.png → /workspace/PixelWorld/assets/build/characters/Monster1.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/main/$BigMonster2.png → /workspace/PixelWorld/assets/build/characters/$BigMonster2.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/main/People3.png → /workspace/PixelWorld/assets/build/characters/People3.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/main/$BigMonster1.png → /workspace/PixelWorld/assets/build/characters/$BigMonster1.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/main/Actor3.png → /workspace/PixelWorld/assets/build/characters/Actor3.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/main/Actor4.png → /workspace/PixelWorld/assets/build/characters/Actor4.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/main/People4.png → /workspace/PixelWorld/assets/build/characters/People4.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/main/!Other2.png → /workspace/PixelWorld/assets/build/characters/!Other2.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/main/Evil.png → /workspace/PixelWorld/assets/build/characters/Evil.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/main/People5.png → /workspace/PixelWorld/assets/build/characters/People5.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/main/Monster2.png → /workspace/PixelWorld/assets/build/characters/Monster2.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/main/Actor5.png → /workspace/PixelWorld/assets/build/characters/Actor5.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/main/People8.png → /workspace/PixelWorld/assets/build/characters/People8.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/main/Behavior3.png → /workspace/PixelWorld/assets/build/characters/Behavior3.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/main/Actor1.png → /workspace/PixelWorld/assets/build/characters/Actor1.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/main/Riding.png → /workspace/PixelWorld/assets/build/characters/Riding.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/main/Damage3.png → /workspace/PixelWorld/assets/build/characters/Damage3.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/main/People2.png → /workspace/PixelWorld/assets/build/characters/People2.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/main/!Door3.png → /workspace/PixelWorld/assets/build/characters/!Door3.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/main/!Switch2.png → /workspace/PixelWorld/assets/build/characters/!Switch2.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/main/$Coffin.png → /workspace/PixelWorld/assets/build/characters/$Coffin.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/main/Spiritual.png → /workspace/PixelWorld/assets/build/characters/Spiritual.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/main/!Door2.png → /workspace/PixelWorld/assets/build/characters/!Door2.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/main/Damage1.png → /workspace/PixelWorld/assets/build/characters/Damage1.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/main/!Door1.png → /workspace/PixelWorld/assets/build/characters/!Door1.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/main/!Crystal.png → /workspace/PixelWorld/assets/build/characters/!Crystal.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/main/Insane2.png → /workspace/PixelWorld/assets/build/characters/Insane2.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/main/Insane1.png → /workspace/PixelWorld/assets/build/characters/Insane1.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/main/Damage4.png → /workspace/PixelWorld/assets/build/characters/Damage4.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/main/Behavior1.png → /workspace/PixelWorld/assets/build/characters/Behavior1.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/main/People7.png → /workspace/PixelWorld/assets/build/characters/People7.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/main/Monster3.png → /workspace/PixelWorld/assets/build/characters/Monster3.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/main/Behavior4.png → /workspace/PixelWorld/assets/build/characters/Behavior4.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/main/Actor2.png → /workspace/PixelWorld/assets/build/characters/Actor2.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/main/!Flame.png → /workspace/PixelWorld/assets/build/characters/!Flame.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/main/People6.png → /workspace/PixelWorld/assets/build/characters/People6.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/main/Behavior2.png → /workspace/PixelWorld/assets/build/characters/Behavior2.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/main/!Other3.png → /workspace/PixelWorld/assets/build/characters/!Other3.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/main/!Hexagram.png → /workspace/PixelWorld/assets/build/characters/!Hexagram.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/main/!Chest.png → /workspace/PixelWorld/assets/build/characters/!Chest.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/main/!Other1.png → /workspace/PixelWorld/assets/build/characters/!Other1.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/main/!$Gate1.png → /workspace/PixelWorld/assets/build/characters/!$Gate1.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/main/Damage2.png → /workspace/PixelWorld/assets/build/characters/Damage2.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/faces/People1.png → /workspace/PixelWorld/assets/build/characters/People1.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/faces/Monster1.png → /workspace/PixelWorld/assets/build/characters/Monster1.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/faces/People3.png → /workspace/PixelWorld/assets/build/characters/People3.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/faces/Actor3.png → /workspace/PixelWorld/assets/build/characters/Actor3.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/faces/Actor4.png → /workspace/PixelWorld/assets/build/characters/Actor4.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/faces/People4.png → /workspace/PixelWorld/assets/build/characters/People4.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/faces/Evil.png → /workspace/PixelWorld/assets/build/characters/Evil.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/faces/Actor5.png → /workspace/PixelWorld/assets/build/characters/Actor5.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/faces/Actor1.png → /workspace/PixelWorld/assets/build/characters/Actor1.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/faces/People2.png → /workspace/PixelWorld/assets/build/characters/People2.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/faces/Spiritual.png → /workspace/PixelWorld/assets/build/characters/Spiritual.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/faces/Actor2.png → /workspace/PixelWorld/assets/build/characters/Actor2.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Assassin.png → /workspace/PixelWorld/assets/build/characters/Assassin.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Evilgod.png → /workspace/PixelWorld/assets/build/characters/Evilgod.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Grappler_m.png → /workspace/PixelWorld/assets/build/characters/Grappler_m.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Spider.png → /workspace/PixelWorld/assets/build/characters/Spider.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Asura.png → /workspace/PixelWorld/assets/build/characters/Asura.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Warrior_f.png → /workspace/PixelWorld/assets/build/characters/Warrior_f.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Soldier.png → /workspace/PixelWorld/assets/build/characters/Soldier.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Dragon.png → /workspace/PixelWorld/assets/build/characters/Dragon.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Sahagin.png → /workspace/PixelWorld/assets/build/characters/Sahagin.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Wizard_m.png → /workspace/PixelWorld/assets/build/characters/Wizard_m.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Gargoyle.png → /workspace/PixelWorld/assets/build/characters/Gargoyle.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Snake.png → /workspace/PixelWorld/assets/build/characters/Snake.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Willowisp.png → /workspace/PixelWorld/assets/build/characters/Willowisp.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Angel.png → /workspace/PixelWorld/assets/build/characters/Angel.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Imp.png → /workspace/PixelWorld/assets/build/characters/Imp.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Mimic.png → /workspace/PixelWorld/assets/build/characters/Mimic.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Plant.png → /workspace/PixelWorld/assets/build/characters/Plant.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Chimera.png → /workspace/PixelWorld/assets/build/characters/Chimera.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Windspirit.png → /workspace/PixelWorld/assets/build/characters/Windspirit.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Swordman.png → /workspace/PixelWorld/assets/build/characters/Swordman.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Thief_f.png → /workspace/PixelWorld/assets/build/characters/Thief_f.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Thief_m.png → /workspace/PixelWorld/assets/build/characters/Thief_m.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Kerberos.png → /workspace/PixelWorld/assets/build/characters/Kerberos.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Mage.png → /workspace/PixelWorld/assets/build/characters/Mage.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Garuda.png → /workspace/PixelWorld/assets/build/characters/Garuda.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Bandit.png → /workspace/PixelWorld/assets/build/characters/Bandit.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Behemoth.png → /workspace/PixelWorld/assets/build/characters/Behemoth.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Gayzer.png → /workspace/PixelWorld/assets/build/characters/Gayzer.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Werewolf.png → /workspace/PixelWorld/assets/build/characters/Werewolf.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Evilking.png → /workspace/PixelWorld/assets/build/characters/Evilking.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Wizard_f.png → /workspace/PixelWorld/assets/build/characters/Wizard_f.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Death.png → /workspace/PixelWorld/assets/build/characters/Death.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Ogre.png → /workspace/PixelWorld/assets/build/characters/Ogre.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Vampire.png → /workspace/PixelWorld/assets/build/characters/Vampire.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Hornet.png → /workspace/PixelWorld/assets/build/characters/Hornet.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Grappler_f.png → /workspace/PixelWorld/assets/build/characters/Grappler_f.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Ifrit.png → /workspace/PixelWorld/assets/build/characters/Ifrit.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Lamia.png → /workspace/PixelWorld/assets/build/characters/Lamia.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Ghost.png → /workspace/PixelWorld/assets/build/characters/Ghost.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Rat.png → /workspace/PixelWorld/assets/build/characters/Rat.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Fanatic.png → /workspace/PixelWorld/assets/build/characters/Fanatic.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Cleric_f.png → /workspace/PixelWorld/assets/build/characters/Cleric_f.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Firespirit.png → /workspace/PixelWorld/assets/build/characters/Firespirit.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Puppet.png → /workspace/PixelWorld/assets/build/characters/Puppet.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Slime.png → /workspace/PixelWorld/assets/build/characters/Slime.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Fairy.png → /workspace/PixelWorld/assets/build/characters/Fairy.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Zombie.png → /workspace/PixelWorld/assets/build/characters/Zombie.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Hero_m.png → /workspace/PixelWorld/assets/build/characters/Hero_m.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/General.png → /workspace/PixelWorld/assets/build/characters/General.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Captain.png → /workspace/PixelWorld/assets/build/characters/Captain.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Goddess.png → /workspace/PixelWorld/assets/build/characters/Goddess.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Earthspirit.png → /workspace/PixelWorld/assets/build/characters/Earthspirit.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Icelady.png → /workspace/PixelWorld/assets/build/characters/Icelady.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/God.png → /workspace/PixelWorld/assets/build/characters/God.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Paladin_f.png → /workspace/PixelWorld/assets/build/characters/Paladin_f.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Warrior_m.png → /workspace/PixelWorld/assets/build/characters/Warrior_m.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Hero_f.png → /workspace/PixelWorld/assets/build/characters/Hero_f.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Succubus.png → /workspace/PixelWorld/assets/build/characters/Succubus.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Delf_f.png → /workspace/PixelWorld/assets/build/characters/Delf_f.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Delf_m.png → /workspace/PixelWorld/assets/build/characters/Delf_m.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Orc.png → /workspace/PixelWorld/assets/build/characters/Orc.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Darklord.png → /workspace/PixelWorld/assets/build/characters/Darklord.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Cockatrice.png → /workspace/PixelWorld/assets/build/characters/Cockatrice.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Minotaur.png → /workspace/PixelWorld/assets/build/characters/Minotaur.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Rogue.png → /workspace/PixelWorld/assets/build/characters/Rogue.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Cleric_m.png → /workspace/PixelWorld/assets/build/characters/Cleric_m.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Waterspirit.png → /workspace/PixelWorld/assets/build/characters/Waterspirit.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Bat.png → /workspace/PixelWorld/assets/build/characters/Bat.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Skeleton.png → /workspace/PixelWorld/assets/build/characters/Skeleton.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Priest.png → /workspace/PixelWorld/assets/build/characters/Priest.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Scorpion.png → /workspace/PixelWorld/assets/build/characters/Scorpion.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Jellyfish.png → /workspace/PixelWorld/assets/build/characters/Jellyfish.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Paladin_m.png → /workspace/PixelWorld/assets/build/characters/Paladin_m.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/characters/battlers/Demon.png → /workspace/PixelWorld/assets/build/characters/Demon.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/effects/animations/Water1.png → /workspace/PixelWorld/assets/build/effects/Water1.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/effects/animations/Light3.png → /workspace/PixelWorld/assets/build/effects/Light3.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/effects/animations/Ice5.png → /workspace/PixelWorld/assets/build/effects/Ice5.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/effects/animations/Special4.png → /workspace/PixelWorld/assets/build/effects/Special4.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/effects/animations/Death1.png → /workspace/PixelWorld/assets/build/effects/Death1.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/effects/animations/Gun2.png → /workspace/PixelWorld/assets/build/effects/Gun2.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/effects/animations/Light6.png → /workspace/PixelWorld/assets/build/effects/Light6.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/effects/animations/Darkness2.png → /workspace/PixelWorld/assets/build/effects/Darkness2.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/effects/animations/Special1.png → /workspace/PixelWorld/assets/build/effects/Special1.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/effects/animations/Wind1.png → /workspace/PixelWorld/assets/build/effects/Wind1.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/effects/animations/Fire3.png → /workspace/PixelWorld/assets/build/effects/Fire3.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/effects/animations/Blow1.png → /workspace/PixelWorld/assets/build/effects/Blow1.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/effects/animations/Heal3.png → /workspace/PixelWorld/assets/build/effects/Heal3.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/effects/animations/Special15.png → /workspace/PixelWorld/assets/build/effects/Special15.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/effects/animations/Water2.png → /workspace/PixelWorld/assets/build/effects/Water2.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/effects/animations/Heal1.png → /workspace/PixelWorld/assets/build/effects/Heal1.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/effects/animations/Thunder4.png → /workspace/PixelWorld/assets/build/effects/Thunder4.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/effects/animations/State4.png → /workspace/PixelWorld/assets/build/effects/State4.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/effects/animations/Sword3.png → /workspace/PixelWorld/assets/build/effects/Sword3.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/effects/animations/Attack10.png → /workspace/PixelWorld/assets/build/effects/Attack10.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/effects/animations/Sword5.png → /workspace/PixelWorld/assets/build/effects/Sword5.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/effects/animations/Special6.png → /workspace/PixelWorld/assets/build/effects/Special6.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/effects/animations/Light2.png → /workspace/PixelWorld/assets/build/effects/Light2.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/effects/animations/Attack7.png → /workspace/PixelWorld/assets/build/effects/Attack7.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/effects/animations/Thunder2.png → /workspace/PixelWorld/assets/build/effects/Thunder2.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/effects/animations/Heal5.png → /workspace/PixelWorld/assets/build/effects/Heal5.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/effects/animations/Sword1.png → /workspace/PixelWorld/assets/build/effects/Sword1.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/effects/animations/Spear3.png → /workspace/PixelWorld/assets/build/effects/Spear3.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/effects/animations/Attack1.png → /workspace/PixelWorld/assets/build/effects/Attack1.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/effects/animations/Fire1.png → /workspace/PixelWorld/assets/build/effects/Fire1.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/effects/animations/State5.png → /workspace/PixelWorld/assets/build/effects/State5.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/effects/animations/State3.png → /workspace/PixelWorld/assets/build/effects/State3.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/effects/animations/Attack2.png → /workspace/PixelWorld/assets/build/effects/Attack2.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/effects/animations/Thunder3.png → /workspace/PixelWorld/assets/build/effects/Thunder3.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/effects/animations/Special3.png → /workspace/PixelWorld/assets/build/effects/Special3.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/effects/animations/Attack4.png → /workspace/PixelWorld/assets/build/effects/Attack4.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/effects/animations/Sword2.png → /workspace/PixelWorld/assets/build/effects/Sword2.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/effects/animations/Attack8.png → /workspace/PixelWorld/assets/build/effects/Attack8.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/effects/animations/Ice4.png → /workspace/PixelWorld/assets/build/effects/Ice4.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/effects/animations/State6.png → /workspace/PixelWorld/assets/build/effects/State6.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/effects/animations/Special10.png → /workspace/PixelWorld/assets/build/effects/Special10.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/effects/animations/Fire2.png → /workspace/PixelWorld/assets/build/effects/Fire2.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/effects/animations/Attack6.png → /workspace/PixelWorld/assets/build/effects/Attack6.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/effects/animations/Attack11.png → /workspace/PixelWorld/assets/build/effects/Attack11.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/effects/animations/Special2.png → /workspace/PixelWorld/assets/build/effects/Special2.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/effects/animations/Spear2.png → /workspace/PixelWorld/assets/build/effects/Spear2.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/effects/animations/Gun1.png → /workspace/PixelWorld/assets/build/effects/Gun1.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/effects/animations/Fire4.png → /workspace/PixelWorld/assets/build/effects/Fire4.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/effects/animations/Earth1.png → /workspace/PixelWorld/assets/build/effects/Earth1.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/effects/animations/Blow2.png → /workspace/PixelWorld/assets/build/effects/Blow2.png
[OK]  Copied: /workspace/PixelWorld/assets/user_imports/effects/animations/Attack5.png → /workspace/PixelWorld/assets/build/effects/Attack5.png
